COD_EMPRESA	HOJA CB	Numero Fila	BODEGA	CODIGO	Posponer BUF	Posponer RED	Posponer GDB	Proveedor	Perfil	Buff Min	Buff Max	PEDID Min	Redondeo Pedido Mínimo	PEDID Min Grupo	Unidad Empaque	Redondeo Unidad Empaque	Porc Aten	Impacto Faltante	Observaciones	Nuevo Buff Real	Buff Act	Ult Buffer	Buff Ant Estacion	Buff Estacional	Ingresos	Egresos	Calendario Estacional	Inicio Per	Fin Per	DUMMY_FIELD
1.90334E+11	CTJE.xlsm	265	BP-MATRIZ	06.088.0012	43333		43333	243 - 	243-T24-F12			150	Clasificación		1	=	1				270	270						43249	43375	
1.90334E+11	CTJE.xlsm	266	BP-MATRIZ	06.088.0006	43333		43081	243 - 	243-T24-F12			500	Clasificación		1	=	1				2400	2400						43249	43375	
1.90334E+11	CTJE.xlsm	267	BP-MATRIZ	06.088.0005	43333		43166	243 - 	243-T24-F12			300	Clasificación		1	=	1				1200	1200						43249	43375	
1.90334E+11	CTJE.xlsm	268	BP-MATRIZ	06.088.0004	43333		43151	243 - 	243-T24-F12			300	Clasificación		1	=	1				720	720						43249	43375	
1.90334E+11	CTJE.xlsm	269	BP-MATRIZ	06.088.0003	43333		43181	243 - 	243-T24-F12			300	Clasificación		1	=	1				0	550						43304	43430	
1.90334E+11	CTJE.xlsm	270	BP-MATRIZ	06.088.0002	43333		43333	243 - 	243-T24-F12			150	Clasificación		1	=	1				400	525						43249	43375	
1.90334E+11	CTJE.xlsm	271	BP-MATRIZ	06.088.0001	43333	42751	43181	243 - 	243-T24-F12			200	Clasificación		1	=	1				450	360						43249	43375	
1.90334E+11	CTJE.xlsm	272	BP-MATRIZ	06.086.0020				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				35	0						43280	43434	
1.90334E+11	CTJE.xlsm	273	BP-MATRIZ	06.086.0019				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				14	0						43280	43434	
1.90334E+11	CTJE.xlsm	274	BP-MATRIZ	06.086.0018	43305		43305	243 - 	3552 - T21-F8			50	Clasificación		1	=	1				145	145						43249	43403	
1.90334E+11	CTJE.xlsm	275	BP-MATRIZ	06.086.0017	43333			243 - 	243-T24-F12			50	Clasificación		1	=	1				150	0						43249	43375	
1.90334E+11	CTJE.xlsm	276	BP-MATRIZ	06.086.0016	43333	42751	43333	243 - 	243-T24-F12			100	Clasificación		1	=	1				315	315						43249	43375	
1.90334E+11	CTJE.xlsm	277	BP-MATRIZ	06.086.0015	43333		43181	243 - 	243-T24-F12			100	Clasificación		1	=	1				310	310						43187	43313	
1.90334E+11	CTJE.xlsm	278	BP-MATRIZ	06.086.0013	43333	42751	42723	243 - 	243-T24-F12			50	Clasificación		1	=	1				0	0						43187	43313	
1.90334E+11	CTJE.xlsm	279	BP-MATRIZ	06.086.0012	43333		43333	243 - 	243-T24-F12			200	Clasificación		1	=	1				200	200						43249	43375	
1.90334E+11	CTJE.xlsm	280	BP-MATRIZ	06.086.0011				1554 - 	1554 - 			1	clasificación		1	=	1				0	0						43280	43441	
1.90334E+11	CTJE.xlsm	281	BP-MATRIZ	06.086.0010				1554 - 	1554 - 			1	clasificación		1	=	1				0	0						43280	43441	
1.90334E+11	CTJE.xlsm	282	BP-MATRIZ	06.086.0007	43333		43333	243 - 	243-T24-F12			38	Clasificación		1	=	1				135	135						43249	43375	
1.90334E+11	CTJE.xlsm	283	BP-MATRIZ	06.086.0006	43333		43151	243 - 	243-T24-F12			200	Clasificación		1	=	1				360	200						43249	43375	
1.90334E+11	CTJE.xlsm	284	BP-MATRIZ	06.086.0004	43333		43333	243 - 	243-T24-F12			100	Clasificación		1	=	1				180	180						43249	43375	
1.90334E+11	CTJE.xlsm	285	BP-MATRIZ	06.086.0003				243 - 	243-T24-F12			1	clasificación		1	=	1				0	0						43280	43406	
1.90334E+11	CTJE.xlsm	286	BP-MATRIZ	06.086.0002	43333			243 - 	243-T24-F12			100	Clasificación		1	=	1				0	0						43187	43313	
1.90334E+11	CTJE.xlsm	287	BP-MATRIZ	06.086.0001	43333		43081	243 - 	243-T24-F12			100	Clasificación		1	=	1				180	100						43249	43375	
1.90334E+11	CTJE.xlsm	288	BP-MATRIZ	06.085.0004	43305			3557 - VA	3557 - T20-F8			1	Clasificación		1	=	1				0	0						43166	43313	
1.90334E+11	CTJE.xlsm	289	BP-MATRIZ	06.085.0002	43333		43151	243 - 	243-T24-F12			300	Clasificación		1	=	1				850	600						43187	43313	
1.90334E+11	CTJE.xlsm	290	BP-MATRIZ	06.085.0001	43333		43080	243 - 	243-T24-F12			500	Clasificación		1	=	1				3600	3600						43187	43313	
1.90334E+11	CTJE.xlsm	291	BP-MATRIZ	06.084.0011	43333			243 - 	243-T24-F12			1	Clasificación		1	=	1				350	630						43187	43313	
1.90334E+11	CTJE.xlsm	292	BP-MATRIZ	06.084.0010	43333			243 - 	243-T24-F12			300	Clasificación		1	=	1				0	0						43249	43375	
1.90334E+11	CTJE.xlsm	293	BP-MATRIZ	06.084.0006	43333		43186	243 - 	243-T24-F12			100	Clasificación		1	=	1				400	400						43249	43375	
1.90334E+11	CTJE.xlsm	294	BP-MATRIZ	06.084.0005	43333		43333	243 - 	243-T24-F12			120	Clasificación		1	=	1				300	300						43249	43375	
1.90334E+11	CTJE.xlsm	295	BP-MATRIZ	06.084.0004	43333			243 - 	243-T24-F12			30	Clasificación		1	=	1				0	0						43249	43375	
1.90334E+11	CTJE.xlsm	296	BP-MATRIZ	06.084.0003	43333		43186	243 - 	243-T24-F12			200	Clasificación		1	=	1				650	650						43249	43375	
1.90334E+11	CTJE.xlsm	297	BP-MATRIZ	06.084.0002				243 - 	243-T24-F12			1	clasificación		1	=	1				0	0						43280	43406	
1.90334E+11	CTJE.xlsm	298	BP-MATRIZ	06.084.0001	43333		43186	243 - 	243-T24-F12			200	Clasificación		1	=	1				700	650						43249	43375	
1.90334E+11	CTJE.xlsm	299	BP-MATRIZ	06.083.0007				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				70	0						43280	43434	
1.90334E+11	CTJE.xlsm	300	BP-MATRIZ	06.083.0006	43333		43333	243 - 	243-T24-F12			80	Clasificación		1	=	1				660	660						43249	43375	
1.90334E+11	CTJE.xlsm	301	BP-MATRIZ	06.083.0005	43333			243 - 	243-T24-F12			100	Clasificación		1	=	1				220	150						43249	43375	
1.90334E+11	CTJE.xlsm	302	BP-MATRIZ	06.083.0004	43333		43333	243 - 	243-T24-F12			100	Clasificación		1	=	1				350	350						43249	43375	
1.90334E+11	CTJE.xlsm	303	BP-MATRIZ	06.083.0003	43333		42881	243 - 	243-T24-F12			100	Clasificación		1	=	1				0	0						43187	43313	
1.90334E+11	CTJE.xlsm	304	BP-MATRIZ	06.083.0002	43333		43116	243 - 	243-T24-F12			200	Clasificación		1	=	1				140	135						43187	43313	
1.90334E+11	CTJE.xlsm	305	BP-MATRIZ	06.083.0001	43333		43333	243 - 	243-T24-F12			50	Clasificación		1	=	1				300	300						43249	43375	
1.90334E+11	CTJE.xlsm	306	BP-MATRIZ	06.079.0001	43305		43305	3552 - RI	3552 - T21-F8			200	Clasificación		1	=	1				310	300						43249	43403	
1.90334E+11	CTJE.xlsm	307	BP-MATRIZ	06.071.0002	43333			243 - 	243-T24-F12			300	Clasificación		1	=	1				0	0						43187	43313	
1.90334E+11	CTJE.xlsm	308	BP-MATRIZ	06.059.0002	43333		43081	243 - 	243-T24-F12			100	Clasificación		1	=	1				290	250						43307	43433	
1.90334E+11	CTJE.xlsm	309	BP-MATRIZ	06.058.0007	43333		43333	243 - 	243-T24-F12			30	Clasificación		1	=	1				135	135						43249	43375	
1.90334E+11	CTJE.xlsm	310	BP-MATRIZ	06.058.0005	43333		43151	243 - 	243-T24-F12			100	Clasificación		1	=	1				200	245						43187	43313	
1.90334E+11	CTJE.xlsm	311	BP-MATRIZ	06.058.0003	43333		43116	243 - 	243-T24-F12			200	Clasificación		1	=	1				400	400						43187	43313	
1.90334E+11	CTJE.xlsm	312	BP-MATRIZ	06.055.0008	43333		43116	243 - 	243-T24-F12			200	Clasificación		1	=	1				1000	800						43249	43375	
1.90334E+11	CTJE.xlsm	313	BP-MATRIZ	06.053.0001	43305		43305	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				170	100						43249	43403	
1.90334E+11	CTJE.xlsm	314	BP-MATRIZ	06.050.0040				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				56	0						43280	43434	
1.90334E+11	CTJE.xlsm	315	BP-MATRIZ	06.050.0039				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				21	0						43280	43434	
1.90334E+11	CTJE.xlsm	316	BP-MATRIZ	06.050.0038	43333		43333	243 - 	243-T24-F12			150	Clasificación		1	=	1				180	180						43249	43375	
1.90334E+11	CTJE.xlsm	317	BP-MATRIZ	06.050.0037	43333		43333	243 - 	243-T24-F12			30	Clasificación		1	=	1				300	45						43249	43375	
1.90334E+11	CTJE.xlsm	318	BP-MATRIZ	06.050.0036				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				14	0						43280	43434	
1.90334E+11	CTJE.xlsm	319	BP-MATRIZ	06.050.0035	43333		43333	243 - 	243-T24-F12			200	Clasificación		1	=	1				200	200						43249	43375	
1.90334E+11	CTJE.xlsm	320	BP-MATRIZ	06.050.0034	43305		43181	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				90	150						43175	43329	
1.90334E+11	CTJE.xlsm	321	BP-MATRIZ	06.050.0033	43305		43305	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				150	150						43249	43403	
1.90334E+11	CTJE.xlsm	322	BP-MATRIZ	06.050.0032	43305		43181	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				100	72						43159	43313	
1.90334E+11	CTJE.xlsm	323	BP-MATRIZ	06.050.0031	43305		43181	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				100	104						43159	43313	
1.90334E+11	CTJE.xlsm	324	BP-MATRIZ	06.050.0030	43305		43181	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				100	104						43159	43313	
1.90334E+11	CTJE.xlsm	325	BP-MATRIZ	06.050.0029	43333		43080	243 - 	243-T24-F12			1	Clasificación		1	=	1				0	270						43231	43357	
1.90334E+11	CTJE.xlsm	326	BP-MATRIZ	06.050.0028	43333		43151	243 - 	243-T24-F12			1	Clasificación		1	=	1				225	200						43307	43433	
1.90334E+11	CTJE.xlsm	327	BP-MATRIZ	06.050.0027	43333		43333	243 - 	243-T24-F12			150	Clasificación		1	=	1				250	250						43249	43375	
1.90334E+11	CTJE.xlsm	328	BP-MATRIZ	06.050.0026	43333		43333	243 - 	243-T24-F12			20	Clasificación		1	=	1				200	200						43249	43375	
1.90334E+11	CTJE.xlsm	329	BP-MATRIZ	06.050.0025	43333		43333	243 - 	243-T24-F12			1	Clasificación		1	=	1				200	200						43249	43375	
1.90334E+11	CTJE.xlsm	330	BP-MATRIZ	06.050.0024	43305		43116	3552 - RI	3552 - T21-F8			100	Clasificación		1	=	1				150	310						43307	43461	
1.90334E+11	CTJE.xlsm	331	BP-MATRIZ	06.050.0023	43333		43080	243 - 	243-T24-F12			10	Clasificación		1	=	1				0	400						43231	43357	
1.90334E+11	CTJE.xlsm	332	BP-MATRIZ	06.050.0022	43333		43151	243 - 	243-T24-F12			30	Clasificación		1	=	1				160	135						43187	43313	
1.90334E+11	CTJE.xlsm	333	BP-MATRIZ	06.050.0021	43333		43333	243 - 	243-T24-F12			200	Clasificación		1	=	1				100	100						43249	43375	
1.90334E+11	CTJE.xlsm	334	BP-MATRIZ	06.050.0020	43333		43151	243 - 	243-T24-F12			70	Clasificación		1	=	1				315	315						43187	43313	
1.90334E+11	CTJE.xlsm	335	BP-MATRIZ	06.050.0019	43333		43333	243 - 	243-T24-F12			50	Clasificación		1	=	1				140	140						43249	43375	
1.90334E+11	CTJE.xlsm	336	BP-MATRIZ	06.050.0018	43333		43081	243 - 	243-T24-F12			80	Clasificación		1	=	1				250	250						43187	43313	
1.90334E+11	CTJE.xlsm	337	BP-MATRIZ	06.050.0017	43333		43081	243 - 	243-T24-F12			200	Clasificación		1	=	1				1150	850						43187	43313	
1.90334E+11	CTJE.xlsm	338	BP-MATRIZ	06.050.0016	43333		43080	243 - 	243-T24-F12			150	Clasificación		1	=	1				150	150						43187	43313	
1.90334E+11	CTJE.xlsm	339	BP-MATRIZ	06.050.0015	43333			243 - 	243-T24-F12			200	Clasificación		1	=	1				400	400						43187	43313	
1.90334E+11	CTJE.xlsm	340	BP-MATRIZ	06.050.0014	43333			243 - 	243-T24-F12			150	Clasificación		1	=	1				350	380						43307	43433	
1.90334E+11	CTJE.xlsm	341	BP-MATRIZ	06.050.0013	43333		43333	243 - 	243-T24-F12			100	Clasificación		1	=	1				100	100						43249	43375	
1.90334E+11	CTJE.xlsm	342	BP-MATRIZ	06.050.0012	43333		43116	243 - 	243-T24-F12			100	Clasificación		1	=	1				500	600						43187	43313	
1.90334E+11	CTJE.xlsm	343	BP-MATRIZ	06.050.0011	43333		43116	243 - 	243-T24-F12			200	Clasificación		1	=	1				600	700						43307	43433	
1.90334E+11	CTJE.xlsm	344	BP-MATRIZ	06.050.0010	43333		43166	243 - 	243-T24-F12			200	Clasificación		1	=	1				1300	1225						43187	43313	
1.90334E+11	CTJE.xlsm	345	BP-MATRIZ	06.050.0009	43333		43116	243 - 	243-T24-F12			200	Clasificación		1	=	1				660	600						43307	43433	
1.90334E+11	CTJE.xlsm	346	BP-MATRIZ	06.050.0008	43333		43080	243 - 	243-T24-F12			10	Clasificación		1	=	1				0	270						43231	43357	
1.90334E+11	CTJE.xlsm	347	BP-MATRIZ	06.050.0007	43333		43143	243 - 	243-T24-F12			50	Clasificación		1	=	1				200	135						43187	43313	
1.90334E+11	CTJE.xlsm	348	BP-MATRIZ	06.050.0006	43333		43333	243 - 	243-T24-F12			70	Clasificación		1	=	1				290	290						43249	43375	
1.90334E+11	CTJE.xlsm	349	BP-MATRIZ	06.050.0005	43333		43181	243 - 	243-T24-F12			200	Clasificación		1	=	1				570	540						43187	43313	
1.90334E+11	CTJE.xlsm	350	BP-MATRIZ	06.050.0004	43333		43081	243 - 	243-T24-F12			200	Clasificación		1	=	1				1500	1200						43187	43313	
1.90334E+11	CTJE.xlsm	351	BP-MATRIZ	06.050.0003	43333		43151	243 - 	243-T24-F12			30	Clasificación		1	=	1				135	117						43307	43433	
1.90334E+11	CTJE.xlsm	352	BP-MATRIZ	06.050.0001	43333		43333	243 - 	243-T24-F12			50	Clasificación		1	=	1				270	270						43249	43375	
1.90334E+11	CTJE.xlsm	353	BP-MATRIZ	06.049.0014	43333			243 - 	243-T24-F12			20	Clasificación		1	=	1				0	0						43249	43375	
1.90334E+11	CTJE.xlsm	354	BP-MATRIZ	06.049.0013				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				14	0						43280	43434	
1.90334E+11	CTJE.xlsm	355	BP-MATRIZ	06.049.0012				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				35	0						43280	43434	
1.90334E+11	CTJE.xlsm	356	BP-MATRIZ	06.049.0011				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				14	0						43280	43434	
1.90334E+11	CTJE.xlsm	357	BP-MATRIZ	06.049.0010	43333			243 - 	243-T24-F12			20	Clasificación		1	=	1				250	0						43249	43375	
1.90334E+11	CTJE.xlsm	358	BP-MATRIZ	06.049.0009	43333		43333	243 - 	243-T24-F12			5	Clasificación		1	=	1				225	225						43249	43375	
1.90334E+11	CTJE.xlsm	359	BP-MATRIZ	06.049.0008	43333		43080	243 - 	243-T24-F12			100	Clasificación		1	=	1				180	135						43249	43375	
1.90334E+11	CTJE.xlsm	360	BP-MATRIZ	06.049.0007	43333		43333	243 - 	243-T24-F12			30	Clasificación		1	=	1				170	170						43249	43375	
1.90334E+11	CTJE.xlsm	361	BP-MATRIZ	06.049.0006	43333		43080	243 - 	243-T24-F12			20	Clasificación		1	=	1				50	18						43187	43313	
1.90334E+11	CTJE.xlsm	362	BP-MATRIZ	06.049.0005	43333		43116	243 - 	243-T24-F12			50	Clasificación		1	=	1				600	500						43249	43375	
1.90334E+11	CTJE.xlsm	363	BP-MATRIZ	06.049.0002	43333		43080	243 - 	243-T24-F12			50	Clasificación		1	=	1				270	200						43307	43433	
1.90334E+11	CTJE.xlsm	364	BP-MATRIZ	06.049.0001	43333		43080	243 - 	243-T24-F12			100	Clasificación		1	=	1				50	36						43187	43313	
1.90334E+11	CTJE.xlsm	365	BP-MATRIZ	06.048.0023				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				84	0						43280	43434	
1.90334E+11	CTJE.xlsm	366	BP-MATRIZ	06.048.0022				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				70	0						43280	43434	
1.90334E+11	CTJE.xlsm	367	BP-MATRIZ	06.048.0021	43305		43305	3557 - VA	3557 - T20-F8			1	Clasificación		1	=	1				100	40						43249	43396	
1.90334E+11	CTJE.xlsm	368	BP-MATRIZ	06.048.0020	43305		43305	3557 - VA	3557 - T20-F8			1	Clasificación		1	=	1				100	30						43249	43396	
1.90334E+11	CTJE.xlsm	369	BP-MATRIZ	06.048.0019	43305		43305	3557 - VA	3557 - T20-F8			1	Clasificación		1	=	1				70	990						43307	43454	
1.90334E+11	CTJE.xlsm	370	BP-MATRIZ	06.048.0018	43305		43095	3557 - VA	3557 - T20-F8			1	Clasificación		1	=	1				130	60						43249	43396	
1.90334E+11	CTJE.xlsm	371	BP-MATRIZ	06.048.0016	43305		43095	3557 - VA	3557 - T20-F8			1	Clasificación		1	=	1				130	80						43249	43396	
1.90334E+11	CTJE.xlsm	372	BP-MATRIZ	06.048.0015	43333		43095	243 - 	243-T24-F12			100	Clasificación		1	=	1				100	100						43249	43375	
1.90334E+11	CTJE.xlsm	373	BP-MATRIZ	06.048.0013	43333		43110	243 - 	243-T24-F12			1000	Clasificación		1	=	1				3800	3600						43249	43375	
1.90334E+11	CTJE.xlsm	374	BP-MATRIZ	06.048.0009	43333		43070	243 - 	243-T24-F12			100	Clasificación		1	=	1				350	350						43249	43375	
1.90334E+11	CTJE.xlsm	375	BP-MATRIZ	06.048.0008	43333	42751	43122	243 - 	243-T24-F12			200	Clasificación		1	=	1				900	900						43249	43375	
1.90334E+11	CTJE.xlsm	376	BP-MATRIZ	06.048.0007	43333		43110	243 - 	243-T24-F12			500	Clasificación		1	=	1				3000	3000						43249	43375	
1.90334E+11	CTJE.xlsm	377	BP-MATRIZ	06.048.0006	43333		43110	243 - 	243-T24-F12			500	Clasificación		1	=	1				2500	2500						43249	43375	
1.90334E+11	CTJE.xlsm	378	BP-MATRIZ	06.048.0005	43305		43305	3557 - VA	3557 - T20-F8			1	Clasificación		1	=	1				50	56						43307	43454	
1.90334E+11	CTJE.xlsm	379	BP-MATRIZ	06.048.0004	43333		43070	243 - 	243-T24-F12			500	Clasificación		1	=	1				2200	2200						43249	43375	
1.90334E+11	CTJE.xlsm	380	BP-MATRIZ	06.048.0002	43333		43333	243 - 	243-T24-F12			200	Clasificación		1	=	1				1750	1750						43249	43375	
1.90334E+11	CTJE.xlsm	381	BP-MATRIZ	06.048.0001	43333		43070	243 - 	243-T24-F12			300	Clasificación		1	=	1				3500	3500						43249	43375	
1.90334E+11	CTJE.xlsm	382	BP-MATRIZ	06.045.0013				243 - 	243-T24-F12			1	clasificación		1	=	1				900	0						43280	43406	
1.90334E+11	CTJE.xlsm	383	BP-MATRIZ	06.045.0012				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				210	0						43280	43434	
1.90334E+11	CTJE.xlsm	384	BP-MATRIZ	06.045.0003	43305		43305	3557 - VA	3557 - T20-F8			1000	Clasificación		1	=	1				2000	3000						43307	43454	
1.90334E+11	CTJE.xlsm	385	BP-MATRIZ	06.045.0002	43333		43080	243 - 	243-T24-F12			500	Clasificación		1	=	1				6800	5400						43187	43313	
1.90334E+11	CTJE.xlsm	386	BP-MATRIZ	06.045.0001	43333		43080	243 - 	243-T24-F12			10000	Clasificación		1	=	1				5000	1800						43187	43313	
1.90334E+11	CTJE.xlsm	387	BP-MATRIZ	06.044.0001	43333		43181	243 - 	243-T24-F12			150	Clasificación		1	=	1				460	450						43307	43433	
1.90334E+11	CTJE.xlsm	388	BP-MATRIZ	06.041.0013	43333		43081	243 - 	243-T24-F12			1000	Clasificación		1	=	1				2000	1750						43249	43375	
1.90334E+11	CTJE.xlsm	389	BP-MATRIZ	06.041.0002	43333	42751	43081	243 - 	243-T24-F12			50	Clasificación		1	=	1				135	135						43187	43313	
1.90334E+11	CTJE.xlsm	390	BP-MATRIZ	06.040.0012	43333		43333	243 - 	243-T24-F12			100	Clasificación		1	=	1				150	150						43249	43375	
1.90334E+11	CTJE.xlsm	391	BP-MATRIZ	06.040.0010	43333	42751	43333	243 - 	243-T24-F12			100	Clasificación		1	=	1				80	80						43249	43375	
1.90334E+11	CTJE.xlsm	392	BP-MATRIZ	06.040.0009				243 - 	243-T24-F12			1	clasificación		1	=	1				45	0						43280	43406	
1.90334E+11	CTJE.xlsm	393	BP-MATRIZ	06.040.0008	43333		43151	243 - 	243-T24-F12			50	Clasificación		1	=	1				153	153						43187	43313	
1.90334E+11	CTJE.xlsm	394	BP-MATRIZ	06.040.0005	43333		43116	243 - 	243-T24-F12			50	Clasificación		1	=	1				190	170						43249	43375	
1.90334E+11	CTJE.xlsm	395	BP-MATRIZ	06.040.0003	43333		43080	243 - 	243-T24-F12			1	Clasificación		1	=	1				320	250						43249	43375	
1.90334E+11	CTJE.xlsm	396	BP-MATRIZ	06.040.0002	43333		43116	243 - 	243-T24-F12			100	Clasificación		1	=	1				250	150						43187	43313	
1.90334E+11	CTJE.xlsm	397	BP-MATRIZ	06.040.0001	43333		43081	243 - 	243-T24-F12			150	Clasificación		1	=	1				510	500						43307	43433	
1.90334E+11	CTJE.xlsm	398	BP-MATRIZ	06.039.0001	43333		43333	243 - 	243-T24-F12			1000	Clasificación		1	=	1				1200	1200						43249	43375	
1.90334E+11	CTJE.xlsm	399	BP-MATRIZ	06.038.0002	43333		43333	243 - 	243-T24-F12			20	Clasificación		1	=	1				450	450						43249	43375	
1.90334E+11	CTJE.xlsm	400	BP-MATRIZ	06.038.0001	43333	42793	43116	243 - 	243-T24-F12			40	Clasificación		1	=	1				100	100						43187	43313	
1.90334E+11	CTJE.xlsm	401	BP-MATRIZ	06.037.0004	43333		43333	243 - 	243-T24-F12			1000	Clasificación		1	=	1				2250	3000						43187	43313	
1.90334E+11	CTJE.xlsm	402	BP-MATRIZ	06.035.0005	43333			243 - 	243-T24-F12			500	Clasificación		1	=	1				525	525						43249	43375	
1.90334E+11	CTJE.xlsm	403	BP-MATRIZ	06.035.0004	43333		43333	243 - 	243-T24-F12			500	Clasificación		1	=	1				800	1300						43249	43375	
1.90334E+11	CTJE.xlsm	404	BP-MATRIZ	06.035.0003	43333		43333	243 - 	243-T24-F12			500	Clasificación		1	=	1				300	300						43249	43375	
1.90334E+11	CTJE.xlsm	405	BP-MATRIZ	06.035.0002	43333		43070	243 - 	243-T24-F12			200	Clasificación		1	=	1				700	600						43249	43375	
1.90334E+11	CTJE.xlsm	406	BP-MATRIZ	06.035.0001	43333	42846	43333	243 - 	243-T24-F12			500	Clasificación		1	=	1				700	700						43249	43375	
1.90334E+11	CTJE.xlsm	407	BP-MATRIZ	06.034.0017	43333			243 - 	243-T24-F12			30	Clasificación		1	=	1				100	0						43249	43375	
1.90334E+11	CTJE.xlsm	408	BP-MATRIZ	06.034.0016	43333			243 - 	243-T24-F12			30	Clasificación		1	=	1				100	0						43249	43375	
1.90334E+11	CTJE.xlsm	409	BP-MATRIZ	06.034.0015	43333	42751	43166	243 - 	243-T24-F12			200	Clasificación		1	=	1				600	460						43187	43313	
1.90334E+11	CTJE.xlsm	410	BP-MATRIZ	06.034.0010	43333		43080	243 - 	243-T24-F12			200	Clasificación		1	=	1				200	200						43187	43313	
1.90334E+11	CTJE.xlsm	411	BP-MATRIZ	06.034.0009	43333		43151	243 - 	243-T24-F12			200	Clasificación		1	=	1				950	900						43187	43313	
1.90334E+11	CTJE.xlsm	412	BP-MATRIZ	06.034.0008	43333		43081	243 - 	243-T24-F12			100	Clasificación		1	=	1				700	500						43187	43313	
1.90334E+11	CTJE.xlsm	413	BP-MATRIZ	06.034.0006	43333		43080	243 - 	243-T24-F12			50	Clasificación		1	=	1				200	135						43187	43313	
1.90334E+11	CTJE.xlsm	414	BP-MATRIZ	06.034.0005	43333		43151	243 - 	243-T24-F12			50	Clasificación		1	=	1				280	300						43307	43433	
1.90334E+11	CTJE.xlsm	415	BP-MATRIZ	06.034.0002	43333		43116	243 - 	243-T24-F12			150	Clasificación		1	=	1				250	270						43187	43313	
1.90334E+11	CTJE.xlsm	416	BP-MATRIZ	06.034.0001	43333		43081	243 - 	243-T24-F12			200	Clasificación		1	=	1				1050	900						43307	43433	
1.90334E+11	CTJE.xlsm	417	BP-MATRIZ	06.026.0012	43305		43080	3552 - RI	3552 - T21-F8			5	Clasificación		1	=	1				80	45						43249	43403	
1.90334E+11	CTJE.xlsm	418	BP-MATRIZ	06.026.0008	43305		43305	3552 - RI	3552 - T21-F8			5	Clasificación		1	=	1				150	63						43249	43403	
1.90334E+11	CTJE.xlsm	419	BP-MATRIZ	06.025.0016	43333		43333	243 - 	243-T24-F12			1	Clasificación		1	=	1				450	0						43187	43313	
1.90334E+11	CTJE.xlsm	420	BP-MATRIZ	06.025.0015				243 - 	243-T24-F12			1	clasificación		1	=	1				0	0						43280	43406	
1.90334E+11	CTJE.xlsm	421	BP-MATRIZ	06.025.0014	43333		43333	243 - 	243-T24-F12			1	Clasificación		1	=	1				450	0						43187	43313	
1.90334E+11	CTJE.xlsm	422	BP-MATRIZ	06.025.0013	43333		43333	243 - 	243-T24-F12			1	Clasificación		1	=	1				450	0						43187	43313	
1.90334E+11	CTJE.xlsm	423	BP-MATRIZ	06.025.0012	43333		43038	243 - 	243-T24-F12			1000	Clasificación		1	=	1				3150	3150						43249	43375	
1.90334E+11	CTJE.xlsm	424	BP-MATRIZ	06.025.0011	43333		43186	243 - 	243-T24-F12			300	Clasificación		1	=	1				2000	2000						43249	43375	
1.90334E+11	CTJE.xlsm	425	BP-MATRIZ	06.025.0010	43333		43333	243 - 	243-T24-F12			1000	Clasificación		1	=	1				3000	3750						43249	43375	
1.90334E+11	CTJE.xlsm	426	BP-MATRIZ	06.025.0009	43333		43186	243 - 	243-T24-F12			500	Clasificación		1	=	1				1050	1050						43249	43375	
1.90334E+11	CTJE.xlsm	427	BP-MATRIZ	06.025.0008				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				80	28						43286	43440	
1.90334E+11	CTJE.xlsm	428	BP-MATRIZ	06.025.0004	43305		43305	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				1300	989						43159	43313	
1.90334E+11	CTJE.xlsm	429	BP-MATRIZ	06.025.0003	43305		43305	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				600	459						43159	43313	
1.90334E+11	CTJE.xlsm	430	BP-MATRIZ	06.025.0002	43305		43070	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				1200	905						43159	43313	
1.90334E+11	CTJE.xlsm	431	BP-MATRIZ	06.025.0001	43305		43305	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				400	600						43307	43461	
1.90334E+11	CTJE.xlsm	432	BP-MATRIZ	06.021.0031				243 - 	243-T24-F12			1	clasificación		1	=	1				180	0						43280	43406	
1.90334E+11	CTJE.xlsm	433	BP-MATRIZ	06.021.0030				243 - 	243-T24-F12			1	clasificación		1	=	1				225	0						43280	43406	
